borrow_amount_usd,day,ratio,supply_amount_usd,tvl_amount_usd
0,2025-06-10 00:00:00,1,21168343.67028562,21168343.67028562
0,2025-06-11 00:00:00,1,21533456.31083062,21533456.31083062
0,2025-06-12 00:00:00,1,21170756.75585162,21170756.75585162
0,2025-06-13 00:00:00,1,21886255.364548612,21886255.364548612
0,2025-06-14 00:00:00,1,22376066.19980661,22376066.19980661
0,2025-06-15 00:00:00,1,22306493.39822761,22306493.39822761
0,2025-06-16 00:00:00,1,20897149.1400576,20897149.1400576
0,2025-06-17 00:00:00,1,18627376.4309986,18627376.4309986
0,2025-06-18 00:00:00,1,20299025.7419456,20299025.7419456
0,2025-06-19 00:00:00,1,33131838.373548426,33131838.373548426
0,2025-06-20 00:00:00,1,36255838.871619426,36255838.871619426
0,2025-06-21 00:00:00,1,38902962.96551743,38902962.96551743
0,2025-06-22 00:00:00,1,41440055.54251644,41440055.54251644
0,2025-06-23 00:00:00,1,39720336.59970142,39720336.59970142
0,2025-06-24 00:00:00,1,43878565.293803416,43878565.293803416
0,2025-06-25 00:00:00,1,44216433.16239241,44216433.16239241
0,2025-06-26 00:00:00,1,44031521.46027639,44031521.46027639
0,2025-06-27 00:00:00,1,44763244.52564539,44763244.52564539
0,2025-06-28 00:00:00,1,45758339.93027938,45758339.93027938
0,2025-06-29 00:00:00,1,46670417.237701364,46670417.237701364
0,2025-06-30 00:00:00,1,44221356.141649365,44221356.141649365
0,2025-07-01 00:00:00,1,47975302.73547238,47975302.73547238
0,2025-07-02 00:00:00,1,43773533.53187737,43773533.53187737
0,2025-07-03 00:00:00,1,48269108.284494385,48269108.284494385
0,2025-07-04 00:00:00,1,52990763.59798635,52990763.59798635
0,2025-07-05 00:00:00,1,53958769.75267035,53958769.75267035
0,2025-07-06 00:00:00,1,51725901.76911334,51725901.76911334
0,2025-07-07 00:00:00,1,44141662.35721433,44141662.35721433
0,2025-07-08 00:00:00,1,43099891.77351233,43099891.77351233
0,2025-07-09 00:00:00,1,43724221.29205033,43724221.29205033
0,2025-07-10 00:00:00,1,46963538.940785326,46963538.940785326
0,2025-07-11 00:00:00,1,49186420.85340336,49186420.85340336
0,2025-07-12 00:00:00,1,51079855.834263355,51079855.834263355
0,2025-07-13 00:00:00,1,49023427.227364354,49023427.227364354
0,2025-07-14 00:00:00,1,49399602.906750344,49399602.906750344
0,2025-07-15 00:00:00,1,48736196.21715834,48736196.21715834
